Strawberry Cake,Truffle Cake,Napoleon Cake,Pecan Tart,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Chocolate Cake,Vanilla Eclair,Gongolais Cookie,,,,,
Pecan Tart,Cheese Croissant,Almond Twist,Orange Juice,,,,
Chocolate Cake,Marzipan Cookie,Tuile Cookie,Apple Danish,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Cheese Croissant,Orange Juice,,,,,,
Chocolate Cake,Pecan Tart,,,,,,
Berry Tart,Pecan Tart,Walnut Cookie,Apricot Danish,Hot Coffee,,,
Berry Tart,Chocolate Meringue,,,,,,
Strawberry Cake,Almond Tart,Blackberry Tart,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Chocolate Cake,Marzipan Cookie,Almond Twist,,,,,
Chocolate Eclair,Cheese Croissant,Orange Juice,,,,,
Strawberry Cake,Napoleon Cake,Chocolate Coffee,,,,,
Truffle Cake,Lemon Tart,Gongolais Cookie,Lemon Lemonade,,,,
Apple Pie,Tuile Cookie,,,,,,
Berry Tart,Bottled Water,,,,,,
Opera Cake,Cherry Tart,Cheese Croissant,Apricot Danish,Cherry Soda,,,
Strawberry Cake,Napoleon Cake,Apple Pie,Blackberry Tart,Chocolate Meringue,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Gongolais Cookie,Apricot Croissant,,,,,,
Opera Cake,Vanilla Eclair,Cheese Croissant,Apple Danish,Almond Twist,Orange Juice,Vanilla Frappuccino,
Lemon Cookie,Apple Danish,,,,,,
Apple Pie,Apricot Danish,Chocolate Coffee,,,,,
Truffle Cake,Vanilla Eclair,Gongolais Cookie,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Casino Cake,Apricot Tart,Blueberry Tart,Chocolate Meringue,Almond Bear Claw,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Strawberry Cake,Napoleon Cake,Ganache Cookie,Apple Danish,,,,
Coffee Eclair,Almond Tart,Blackberry Tart,Bottled Water,Vanilla Frappuccino,Single Espresso,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Strawberry Cake,Blueberry Tart,Raspberry Cookie,Tuile Cookie,Walnut Cookie,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Cherry Tart,Lemon Tart,,,,,,
Berry Tart,Blueberry Tart,Lemon Cookie,Apple Croissant,Almond Bear Claw,,,
Chocolate Eclair,Chocolate Tart,,,,,,
Truffle Cake,Coffee Eclair,Apricot Danish,Orange Juice,,,,
Apple Tart,Green Tea,,,,,,
Casino Cake,Blueberry Tart,Apricot Croissant,Hot Coffee,,,,
Blueberry Tart,Almond Croissant,Chocolate Croissant,,,,,
Cheese Croissant,,,,,,,
Apricot Tart,Blueberry Tart,Lemon Tart,Ganache Cookie,Vanilla Meringue,Hot Coffee,Vanilla Frappuccino,
Truffle Cake,Vanilla Eclair,Berry Tart,Lemon Tart,Gongolais Cookie,Almond Croissant,,
Raspberry Lemonade,,,,,,,
Lemon Cake,Truffle Cake,Cherry Tart,Tuile Cookie,,,,
Opera Cake,Strawberry Cake,Blackberry Tart,Blueberry Tart,Cherry Tart,Lemon Cookie,Apricot Danish,
Marzipan Cookie,Tuile Cookie,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Gongolais Cookie,Raspberry Cookie,Walnut Cookie,Blueberry Danish,Raspberry Lemonade,,,
Tuile Cookie,Apple Danish,,,,,,
Truffle Cake,Ganache Cookie,Gongolais Cookie,Chocolate Croissant,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Cherry Tart,Hot Coffee,Single Espresso,,,,,
Napoleon Cake,Cherry Soda,,,,,,
Apricot Croissant,Almond Bear Claw,,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Truffle Cake,Almond Tart,Cherry Tart,,,,,
Coffee Eclair,Almond Tart,Blackberry Tart,Cherry Tart,Ganache Cookie,Apple Croissant,Blueberry Danish,Hot Coffee
Coffee Eclair,Blackberry Tart,,,,,,
Truffle Cake,,,,,,,
Chocolate Cake,Casino Cake,Truffle Cake,Vanilla Meringue,Chocolate Coffee,,,
Coffee Eclair,Apple Pie,Almond Croissant,Almond Twist,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Blueberry Tart,Apricot Croissant,Chocolate Croissant,Hot Coffee,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Truffle Cake,Lemon Lemonade,Hot Coffee,Chocolate Coffee,,,,
Opera Cake,Berry Tart,Almond Bear Claw,,,,,
Napoleon Cake,Orange Juice,Chocolate Coffee,,,,,
Truffle Cake,Raspberry Cookie,Tuile Cookie,,,,,
Strawberry Cake,Napoleon Cake,Single Espresso,,,,,
Lemon Cake,Coffee Eclair,Almond Tart,Blackberry Tart,Gongolais Cookie,Single Espresso,,
Lemon Cake,Lemon Tart,Apricot Croissant,Raspberry Lemonade,,,,
Lemon Cake,Casino Cake,Bottled Water,Chocolate Coffee,,,,
Vanilla Eclair,,,,,,,
Apple Pie,Apple Tart,Apricot Croissant,Green Tea,,,,
Almond Tart,Cheese Croissant,Orange Juice,,,,,
Blueberry Tart,Apricot Croissant,Green Tea,Hot Coffee,,,,
Lemon Lemonade,,,,,,,
Chocolate Tart,Cherry Tart,Chocolate Meringue,Apricot Croissant,,,,
Opera Cake,Truffle Cake,Apricot Croissant,,,,,
Walnut Cookie,Apple Danish,Green Tea,,,,,
Marzipan Cookie,Almond Twist,Hot Coffee,Cherry Soda,,,,
Casino Cake,Strawberry Cake,Apple Pie,Almond Bear Claw,Chocolate Coffee,Vanilla Frappuccino,,
Chocolate Eclair,Berry Tart,Gongolais Cookie,Blueberry Danish,Bottled Water,,,
Truffle Cake,Coffee Eclair,Gongolais Cookie,,,,,
Lemon Cake,Lemon Tart,Apple Croissant,,,,,
Coffee Eclair,Apple Pie,Blueberry Tart,Ganache Cookie,Almond Twist,Hot Coffee,Vanilla Frappuccino,
Vanilla Meringue,Cheese Croissant,Lemon Lemonade,Orange Juice,,,,
Berry Tart,Bottled Water,Cherry Soda,,,,,
Truffle Cake,Apricot Danish,Orange Juice,,,,,
Chocolate Eclair,Vanilla Eclair,Chocolate Tart,,,,,
Chocolate Tart,Lemon Cookie,Vanilla Meringue,Walnut Cookie,Vanilla Frappuccino,,,
Lemon Tart,Gongolais Cookie,Tuile Cookie,,,,,
Vanilla Eclair,Apricot Croissant,Lemon Lemonade,Vanilla Frappuccino,Cherry Soda,,,
Raspberry Cookie,Marzipan Cookie,Tuile Cookie,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Truffle Cake,Apple Pie,Gongolais Cookie,Chocolate Croissant,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Blueberry Tart,Apricot Croissant,Cheese Croissant,Hot Coffee,,,,
Cherry Tart,Apricot Danish,,,,,,
Strawberry Cake,Apple Danish,,,,,,
Strawberry Cake,Truffle Cake,Napoleon Cake,Berry Tart,Vanilla Meringue,,,
Opera Cake,Walnut Cookie,Apple Danish,,,,,
Coffee Eclair,Blackberry Tart,Chocolate Coffee,,,,,
Chocolate Tart,Walnut Cookie,Orange Juice,Vanilla Frappuccino,,,,
Tuile Cookie,Green Tea,Single Espresso,,,,,
Lemon Cake,Truffle Cake,Cherry Tart,Ganache Cookie,,,,
Apple Tart,,,,,,,
Lemon Cake,Lemon Tart,Chocolate Croissant,,,,,
Lemon Tart,Walnut Cookie,Bottled Water,Hot Coffee,Cherry Soda,,,
Almond Bear Claw,Cherry Soda,,,,,,
Chocolate Eclair,Marzipan Cookie,Cheese Croissant,Orange Juice,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Truffle Cake,Gongolais Cookie,Walnut Cookie,Apple Croissant,Almond Bear Claw,Green Tea,,
Truffle Cake,Gongolais Cookie,Apricot Danish,,,,,
Lemon Cake,Cheese Croissant,Almond Bear Claw,Orange Juice,Chocolate Coffee,,,
Strawberry Cake,Napoleon Cake,Ganache Cookie,Apple Croissant,Cherry Soda,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Orange Juice,Bottled Water,,,,,,
Apple Pie,Cherry Tart,Almond Twist,,,,,
Berry Tart,Apricot Croissant,Bottled Water,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Lemon Cake,Apricot Tart,Chocolate Tart,Gongolais Cookie,Tuile Cookie,Apple Danish,Bottled Water,
Chocolate Cake,Gongolais Cookie,Chocolate Coffee,Single Espresso,,,,
Raspberry Cookie,Chocolate Meringue,Apple Croissant,,,,,
Lemon Cake,Strawberry Cake,Napoleon Cake,Apple Pie,Apple Tart,Blueberry Tart,Lemon Lemonade,
Opera Cake,Almond Tart,Tuile Cookie,Almond Bear Claw,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Chocolate Cake,Apple Pie,Chocolate Tart,Tuile Cookie,Apricot Danish,,,
Almond Tart,Berry Tart,Walnut Cookie,,,,,
Truffle Cake,Blackberry Tart,Gongolais Cookie,,,,,
Gongolais Cookie,Vanilla Meringue,Walnut Cookie,Cheese Croissant,,,,
Marzipan Cookie,Tuile Cookie,Chocolate Coffee,,,,,
Chocolate Eclair,Napoleon Cake,Vanilla Meringue,Green Tea,Vanilla Frappuccino,,,
Strawberry Cake,Almond Croissant,,,,,,
Gongolais Cookie,,,,,,,
Blueberry Tart,,,,,,,
Apple Tart,Apricot Tart,Apple Danish,Almond Bear Claw,Single Espresso,,,
Casino Cake,Blueberry Tart,Cherry Tart,Apricot Danish,Blueberry Danish,,,
Almond Tart,Tuile Cookie,Blueberry Danish,Green Tea,,,,
Coffee Eclair,Blackberry Tart,Cherry Soda,Single Espresso,,,,
Apricot Tart,,,,,,,
Opera Cake,Vanilla Eclair,Almond Bear Claw,Raspberry Lemonade,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Berry Tart,Bottled Water,,,,,,
Chocolate Tart,Walnut Cookie,Chocolate Coffee,Vanilla Frappuccino,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Chocolate Cake,Truffle Cake,Chocolate Eclair,Cherry Tart,,,,
Lemon Cake,Strawberry Cake,Napoleon Cake,Lemon Cookie,Marzipan Cookie,Almond Croissant,Apricot Danish,Almond Twist
Almond Tart,Marzipan Cookie,Tuile Cookie,Apple Danish,Orange Juice,,,
Apple Tart,Apple Croissant,Chocolate Croissant,Apricot Danish,Apple Danish,Cherry Soda,,
Coffee Eclair,Blueberry Tart,Lemon Tart,,,,,
Chocolate Eclair,Apple Tart,Apricot Tart,Tuile Cookie,Orange Juice,Chocolate Coffee,,
Truffle Cake,Gongolais Cookie,,,,,,
Casino Cake,Strawberry Cake,Pecan Tart,Chocolate Croissant,Chocolate Coffee,,,
Walnut Cookie,Blueberry Danish,Cherry Soda,,,,,
Berry Tart,,,,,,,
Marzipan Cookie,Tuile Cookie,Blueberry Danish,,,,,
Tuile Cookie,,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Lemon Cookie,Walnut Cookie,Bottled Water,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Berry Tart,Marzipan Cookie,Blueberry Danish,Bottled Water,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Opera Cake,Apple Tart,Pecan Tart,Lemon Cookie,,,,
Raspberry Cookie,Apple Croissant,Chocolate Croissant,Green Tea,,,,
Cherry Tart,Cheese Croissant,Almond Twist,Cherry Soda,,,,
Marzipan Cookie,Chocolate Coffee,,,,,,
Blueberry Tart,Marzipan Cookie,Apricot Croissant,Chocolate Croissant,Single Espresso,,,
Berry Tart,Vanilla Meringue,Bottled Water,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Strawberry Cake,Coffee Eclair,Hot Coffee,,,,,
Casino Cake,Apple Pie,Walnut Cookie,Apricot Danish,Lemon Lemonade,Green Tea,,
Truffle Cake,Gongolais Cookie,,,,,,
Chocolate Cake,Lemon Cookie,Chocolate Coffee,,,,,
Chocolate Cake,Chocolate Eclair,Cheese Croissant,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Vanilla Eclair,Lemon Tart,Apple Croissant,,,,,
Napoleon Cake,Apricot Croissant,Cheese Croissant,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Truffle Cake,Gongolais Cookie,Apple Danish,,,,,
Apple Danish,Raspberry Lemonade,Green Tea,,,,,
Chocolate Meringue,Cheese Croissant,,,,,,
Lemon Cake,Lemon Tart,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Cheese Croissant,Orange Juice,,,,,,
Strawberry Cake,Napoleon Cake,Lemon Cookie,Almond Bear Claw,Bottled Water,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Napoleon Cake,,,,,,,
Berry Tart,Blueberry Danish,Hot Coffee,,,,,
Apple Tart,Gongolais Cookie,,,,,,
Blueberry Tart,Lemon Lemonade,Bottled Water,,,,,
Cheese Croissant,Apple Danish,Orange Juice,,,,,
Blueberry Tart,Apricot Croissant,,,,,,
Chocolate Cake,Cherry Tart,Apricot Danish,,,,,
Lemon Cake,Lemon Tart,Hot Coffee,,,,,
Tuile Cookie,Blueberry Danish,,,,,,
Marzipan Cookie,Tuile Cookie,Cherry Soda,,,,,
Lemon Cake,Apricot Tart,Lemon Tart,Lemon Cookie,Vanilla Meringue,Apple Danish,Almond Twist,
Chocolate Cake,Lemon Cake,Vanilla Eclair,Almond Tart,Blackberry Tart,Tuile Cookie,,
Chocolate Tart,Cheese Croissant,,,,,,
Lemon Cake,Truffle Cake,Chocolate Tart,Gongolais Cookie,Cheese Croissant,,,
Lemon Cake,Chocolate Eclair,Blackberry Tart,Lemon Tart,,,,
Cheese Croissant,Orange Juice,,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Napoleon Cake,Raspberry Cookie,Apple Danish,Almond Bear Claw,,,,
Strawberry Cake,Napoleon Cake,Apple Croissant,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Almond Croissant,Apricot Danish,,,,,,
Gongolais Cookie,Cheese Croissant,Blueberry Danish,Orange Juice,,,,
Truffle Cake,Almond Tart,Gongolais Cookie,,,,,
Lemon Cake,Truffle Cake,Apple Croissant,Almond Bear Claw,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Cherry Tart,Marzipan Cookie,Single Espresso,,,,,
Berry Tart,Chocolate Tart,Apple Croissant,Bottled Water,Hot Coffee,,,
Marzipan Cookie,,,,,,,
Lemon Cake,Berry Tart,Tuile Cookie,Almond Bear Claw,Cherry Soda,,,
Blueberry Tart,Apricot Croissant,,,,,,
Tuile Cookie,Almond Croissant,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Napoleon Cake,Apple Tart,Chocolate Coffee,,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Ganache Cookie,Raspberry Lemonade,,,,,,
Cheese Croissant,Orange Juice,,,,,,
Lemon Cake,Raspberry Lemonade,,,,,,
Almond Twist,Cherry Soda,,,,,,
Tuile Cookie,Cheese Croissant,Orange Juice,,,,,
Strawberry Cake,Napoleon Cake,Lemon Tart,Tuile Cookie,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Truffle Cake,Lemon Tart,Gongolais Cookie,Marzipan Cookie,Cherry Soda,,,
Raspberry Cookie,Vanilla Frappuccino,,,,,,
Vanilla Eclair,Lemon Tart,,,,,,
Gongolais Cookie,,,,,,,
Lemon Lemonade,Bottled Water,Hot Coffee,,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Apricot Danish,,,,,,,
Gongolais Cookie,Almond Twist,,,,,,
Berry Tart,Walnut Cookie,,,,,,
Cheese Croissant,Lemon Lemonade,Orange Juice,,,,,
Lemon Cake,Lemon Tart,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,,,,,
Apple Tart,Chocolate Meringue,Vanilla Meringue,Marzipan Cookie,Tuile Cookie,Chocolate Croissant,,
Casino Cake,Truffle Cake,Apricot Tart,Gongolais Cookie,,,,
Blueberry Tart,Walnut Cookie,Apricot Danish,Vanilla Frappuccino,,,,
Strawberry Cake,Berry Tart,Walnut Cookie,Cheese Croissant,,,,
Coffee Eclair,Vanilla Meringue,Cheese Croissant,Orange Juice,,,,
Blueberry Tart,Apple Croissant,,,,,,
Strawberry Cake,Almond Croissant,Apple Croissant,Chocolate Croissant,,,,
Opera Cake,Napoleon Cake,Cherry Tart,Apricot Danish,,,,
Opera Cake,Cheese Croissant,Apricot Danish,Blueberry Danish,Orange Juice,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Chocolate Tart,,,,,,,
Strawberry Cake,Lemon Lemonade,,,,,,
Apple Pie,Chocolate Tart,Cherry Tart,,,,,
Chocolate Cake,Casino Cake,Apple Pie,Almond Bear Claw,Raspberry Lemonade,,,
Opera Cake,Strawberry Cake,Napoleon Cake,Almond Tart,Tuile Cookie,Almond Bear Claw,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Chocolate Cake,Opera Cake,Strawberry Cake,Cherry Tart,Lemon Cookie,Apricot Danish,,
Chocolate Cake,Casino Cake,Coffee Eclair,Tuile Cookie,Blueberry Danish,Chocolate Coffee,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Pecan Tart,Green Tea,,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Coffee Eclair,Blackberry Tart,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Almond Tart,Marzipan Cookie,Tuile Cookie,,,,,
Lemon Cake,Blueberry Danish,,,,,,
Raspberry Cookie,Green Tea,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Chocolate Eclair,Blueberry Danish,Lemon Lemonade,Single Espresso,,,,
Chocolate Tart,Chocolate Croissant,Bottled Water,,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Truffle Cake,Marzipan Cookie,Tuile Cookie,Chocolate Croissant,Green Tea,,,
Berry Tart,Bottled Water,,,,,,
Strawberry Cake,Napoleon Cake,Apple Pie,Apple Croissant,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Apricot Tart,Cherry Tart,Gongolais Cookie,Almond Twist,Blueberry Danish,Single Espresso,,
Strawberry Cake,Napoleon Cake,,,,,,
Lemon Cake,Berry Tart,Raspberry Cookie,,,,,
Napoleon Cake,Blueberry Tart,Lemon Cookie,Raspberry Lemonade,,,,
Almond Tart,Ganache Cookie,Tuile Cookie,Apple Danish,,,,
Chocolate Cake,Cherry Tart,Almond Twist,Orange Juice,,,,
Apple Tart,Raspberry Cookie,Chocolate Meringue,Walnut Cookie,Chocolate Croissant,,,
Lemon Tart,Almond Croissant,Blueberry Danish,,,,,
Raspberry Cookie,Lemon Cookie,Tuile Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,
Blackberry Tart,Apricot Croissant,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Berry Tart,Cheese Croissant,Almond Bear Claw,Orange Juice,,,,
Apple Tart,Berry Tart,Chocolate Tart,Lemon Cookie,Walnut Cookie,Vanilla Frappuccino,,
Chocolate Eclair,Napoleon Cake,Apple Croissant,Vanilla Frappuccino,,,,
Strawberry Cake,Cheese Croissant,,,,,,
Napoleon Cake,Tuile Cookie,,,,,,
Cherry Tart,Green Tea,,,,,,
Marzipan Cookie,Tuile Cookie,Walnut Cookie,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Strawberry Cake,Blackberry Tart,,,,,,
Lemon Cake,Pecan Tart,Ganache Cookie,,,,,
Truffle Cake,Gongolais Cookie,Chocolate Meringue,,,,,
Opera Cake,Apple Pie,Blackberry Tart,Cherry Tart,Raspberry Cookie,Vanilla Meringue,Apricot Danish,Almond Bear Claw
Apple Pie,Berry Tart,Lemon Tart,Ganache Cookie,Cheese Croissant,Bottled Water,Chocolate Coffee,
Lemon Cake,Lemon Tart,,,,,,
Cherry Tart,Apricot Danish,Green Tea,,,,,
Apple Tart,Lemon Tart,Lemon Cookie,Apple Croissant,Cherry Soda,,,
Casino Cake,,,,,,,
Chocolate Cake,Apricot Croissant,Chocolate Coffee,,,,,
Apple Croissant,Apple Danish,Green Tea,,,,,
Coffee Eclair,Chocolate Croissant,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Berry Tart,Walnut Cookie,Cheese Croissant,Orange Juice,,,,
Chocolate Tart,Vanilla Frappuccino,,,,,,
Strawberry Cake,Napoleon Cake,Raspberry Cookie,Raspberry Lemonade,Chocolate Coffee,,,
Walnut Cookie,,,,,,,
Apricot Tart,Blueberry Tart,Ganache Cookie,Raspberry Cookie,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Chocolate Meringue,Green Tea,,,,,,
Cheese Croissant,Apricot Danish,Almond Twist,Almond Bear Claw,Orange Juice,,,
Truffle Cake,Blueberry Tart,Gongolais Cookie,Lemon Lemonade,,,,
Chocolate Eclair,Vanilla Eclair,Lemon Cookie,Chocolate Meringue,Marzipan Cookie,Cheese Croissant,Vanilla Frappuccino,
Gongolais Cookie,Raspberry Cookie,Chocolate Meringue,Vanilla Meringue,Almond Croissant,Hot Coffee,,
Chocolate Tart,Cheese Croissant,Orange Juice,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Berry Tart,Blueberry Tart,Apricot Croissant,Hot Coffee,,,,
Casino Cake,Napoleon Cake,Apricot Tart,,,,,
Vanilla Meringue,Marzipan Cookie,,,,,,
Strawberry Cake,Gongolais Cookie,Lemon Cookie,,,,,
Lemon Cake,Lemon Tart,,,,,,
Blueberry Tart,Pecan Tart,Lemon Cookie,Apricot Croissant,,,,
Chocolate Eclair,Vanilla Eclair,Chocolate Tart,Tuile Cookie,Walnut Cookie,Apricot Danish,,
Lemon Cake,Vanilla Eclair,Apricot Tart,Berry Tart,Almond Croissant,Bottled Water,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Almond Croissant,Raspberry Lemonade,,,,,,
Apple Pie,Blueberry Tart,Apricot Croissant,,,,,
Marzipan Cookie,Tuile Cookie,Almond Croissant,,,,,
Strawberry Cake,Apricot Tart,Blueberry Tart,Lemon Tart,Pecan Tart,Apple Croissant,Chocolate Croissant,Blueberry Danish
Coffee Eclair,Berry Tart,Blueberry Tart,Ganache Cookie,Marzipan Cookie,Tuile Cookie,Chocolate Coffee,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Lemon Cake,Vanilla Eclair,Cherry Tart,Pecan Tart,Apricot Danish,Blueberry Danish,Bottled Water,
Coffee Eclair,Cheese Croissant,Orange Juice,,,,,
Marzipan Cookie,Tuile Cookie,Lemon Lemonade,Single Espresso,,,,
Blackberry Tart,Lemon Cookie,Walnut Cookie,Orange Juice,,,,
Opera Cake,Vanilla Eclair,Cherry Tart,Pecan Tart,Walnut Cookie,Cheese Croissant,,
Tuile Cookie,Green Tea,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Chocolate Eclair,Cheese Croissant,Almond Bear Claw,,,,,
Coffee Eclair,Napoleon Cake,Blackberry Tart,Blueberry Tart,Tuile Cookie,Vanilla Frappuccino,Single Espresso,
Chocolate Cake,Pecan Tart,Bottled Water,,,,,
Chocolate Tart,Cherry Tart,Vanilla Frappuccino,,,,,
Coffee Eclair,Berry Tart,Blackberry Tart,Single Espresso,,,,
Strawberry Cake,Napoleon Cake,Cheese Croissant,Apple Danish,,,,
Apricot Tart,Chocolate Tart,Vanilla Frappuccino,,,,,
Chocolate Cake,Lemon Cake,Chocolate Tart,Ganache Cookie,Chocolate Coffee,,,
Strawberry Cake,Coffee Eclair,Cheese Croissant,Apple Danish,Chocolate Coffee,,,
Chocolate Cake,Casino Cake,Apple Danish,Chocolate Coffee,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Chocolate Cake,Coffee Eclair,Berry Tart,Bottled Water,,,,
Chocolate Tart,Marzipan Cookie,Tuile Cookie,,,,,
Chocolate Eclair,Marzipan Cookie,Walnut Cookie,Cheese Croissant,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Lemon Cake,Chocolate Eclair,Cherry Soda,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Berry Tart,Cheese Croissant,Orange Juice,,,,,
Lemon Cake,Lemon Tart,,,,,,
Blueberry Tart,Apple Croissant,Apricot Croissant,Hot Coffee,,,,
Opera Cake,Almond Tart,Cherry Tart,Apricot Croissant,Lemon Lemonade,Vanilla Frappuccino,,
Vanilla Eclair,Apple Tart,Lemon Tart,,,,,
Chocolate Cake,Lemon Cake,Casino Cake,Pecan Tart,Marzipan Cookie,Almond Croissant,Green Tea,
Cheese Croissant,Orange Juice,,,,,,
Apple Croissant,,,,,,,
Cherry Tart,Ganache Cookie,Marzipan Cookie,Tuile Cookie,Orange Juice,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Gongolais Cookie,Lemon Cookie,Blueberry Danish,,,,,
Almond Tart,Apricot Danish,,,,,,
Casino Cake,Ganache Cookie,Apple Croissant,,,,,
Coffee Eclair,Napoleon Cake,Blueberry Tart,Apple Croissant,Green Tea,Cherry Soda,,
Cheese Croissant,Orange Juice,Green Tea,Chocolate Coffee,,,,
Casino Cake,Strawberry Cake,Truffle Cake,Gongolais Cookie,Vanilla Frappuccino,,,
Strawberry Cake,Apple Tart,Walnut Cookie,Apple Croissant,Apricot Croissant,Apple Danish,Vanilla Frappuccino,Cherry Soda
Lemon Cake,Lemon Tart,,,,,,
Blueberry Tart,Green Tea,Single Espresso,,,,,
Strawberry Cake,Napoleon Cake,Blueberry Tart,Cherry Tart,Almond Bear Claw,,,
Lemon Cake,Lemon Tart,,,,,,
Strawberry Cake,Napoleon Cake,Green Tea,,,,,
Berry Tart,Tuile Cookie,Bottled Water,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Apple Pie,Blueberry Tart,Ganache Cookie,Apricot Croissant,Green Tea,Hot Coffee,,
Blueberry Tart,Apricot Croissant,Raspberry Lemonade,Hot Coffee,,,,
Vanilla Eclair,Lemon Tart,Apricot Danish,,,,,
Truffle Cake,Lemon Tart,Raspberry Cookie,Marzipan Cookie,Almond Bear Claw,Single Espresso,,
